facet,state,concept,description
jwellery,Madhya Pradesh,Bichhua,Toe rings symbolizing marriage; commonly worn by women in the state.
jwellery,Madhya Pradesh,Bali,Ear ornament; popular among Gond community men; made of silver.
jwellery,Maharashtra,Nath,Traditional nose ring adorned with pearls and gemstones; symbolizes marital status.
jwellery,Maharashtra,Thushi,Choker-style necklace made of closely set gold beads; signifies prosperity.
jwellery,Maharashtra,Kolhapuri Saaj,Necklace with multiple pendants representing deities and symbols; gifted to brides.
jwellery,Maharashtra,Putli Haar (Laxmi Haar),Necklace featuring coin-like motifs of Goddess Laxmi; denotes wealth.
jwellery,Maharashtra,Bugadi,Earrings worn on the upper ear; often embellished with pearls.
jwellery,Maharashtra,Tode,Thick gold bangles with intricate designs; signify marital status.
jwellery,Maharashtra,Mohan Mala,Necklace composed of gold beads; reflects simplicity and elegance.
jwellery,Maharashtra,Chooda,Green glass bangles worn by brides; symbolize fertility and prosperity.
jwellery,Maharashtra,Mangalsutra,Sacred necklace with black and gold beads; signifies marital bond.
jwellery,Maharashtra,Ambada (Veni Phool),Hair accessory placed on bridal bun; often designed as a sunflower.
jwellery,Maharashtra,Tanmani,Pearl choker with a central pendant; showcases traditional craftsmanship.
jwellery,Maharashtra,Jodvi,Silver toe rings gifted to brides by in-laws; mark entry into new home.
jwellery,Maharashtra,Rani Haar,Long necklace with intricate designs; symbolizes royalty.
jwellery,Maharashtra,Chandrakor Bindi,Moon-shaped forehead ornament; represents cultural identity.
jwellery,Maharashtra,Vaaki,Armlet with detailed patterns; worn during religious ceremonies.
jwellery,Maharashtra,Patlya,Flat gold bangles with minimalistic design; part of bridal attire.
jwellery,Maharashtra,Chinchpeti,Short necklace worn close to the neck; often paired with traditional sarees.
jwellery,Maharashtra,Bhikbali,Single ear ornament worn by men; reflects Maratha warrior heritage.
jwellery,Maharashtra,Ambada Pin,Decorative hairpin used to secure buns; features floral motifs.
jwellery,Maharashtra,Saath Lada,Seven-layered necklace; showcases opulence in bridal wear.
jwellery,Manipur,Likchow (Kantha),Beaded necklace with gold strands; prominent in Manipuri culture.
jwellery,Manipur,Likhsoi,Traditional ornament; details scarce.
jwellery,Manipur,Khownappi,Traditional ornament; details scarce.
jwellery,Manipur,Kiyang-Likphang,Traditional Manipuri jewelry; specifics limited.
jwellery,Manipur,Marei,Traditional Manipuri jewelry; specifics limited.
jwellery,Manipur,Heibi Mapal,Traditional Manipuri jewelry; specifics limited.
jwellery,Manipur,Khimahurn,Traditional Manipuri jewelry; specifics limited.
jwellery,Manipur,Puandum,"Beaded jewelry in red, green, yellow, black; signifies heroism in Paite tribe."
jwellery,Manipur,Ngoutekhelh,Black and white beaded jewelry; symbolizes happiness; worn during celebrations.
jwellery,Meghalaya,Paila,String of thick red coral beads; worn by Khasi and Jaintia women during festive occasions.
jwellery,Meghalaya,Kynjri Ksiar,24-carat gold pendant; traditional ornament among Khasi and Jaintia tribes.
jwellery,Meghalaya,Rigitok,Necklace of thin fluted glass stems; worn by Garo men and women on special occasions.
jwellery,Meghalaya,Nadongbi,Brass ring worn in the earlobe; common among Garo tribe members.
jwellery,Meghalaya,Nadirong,Brass ring worn in the upper part of the ear; traditional Garo ornament.
jwellery,Meghalaya,Natapsi,String of beads worn in the upper part of the ear; adornment in Garo culture.
jwellery,Meghalaya,Jaksan,Bangles of various materials and sizes; popular among Garo men and women.
jwellery,Meghalaya,Ripok,Necklaces made of long barrel-shaped beads of cornelian or red glass; worn by Garo individuals during special events.
jwellery,Meghalaya,Jaksil,Elbow ring worn by affluent Garo men during Gana ceremonies.
jwellery,Meghalaya,Seng·ki,Waistband made of multiple rows of conch shells; worn by Garo women.
jwellery,Meghalaya,Pilne,Head ornament adorned by Garo women during dances.
jwellery,Meghalaya,Chondrohar,Silver necklace with multiple chains featuring floral motifs; traditional among Hajong women.
jwellery,Meghalaya,Rangbaugh,Necklace made of coins; signifies high status; worn by Rheang women.
jwellery,Mizoram,Pawl Hmang,Necklace with beads and brass bells; worn during traditional dances.
jwellery,Mizoram,Thi-Hna,Traditional necklace; features intricate beadwork; significant in cultural attire.
jwellery,Mizoram,Tawlhloh,Necklace with bold designs; symbolizes bravery; worn during festivals.
jwellery,Mizoram,Panchang,Earrings made of silver or gold; adorned with traditional motifs.
jwellery,Mizoram,Khumbeu,Traditional headgear; often paired with jewelry; made from bamboo.
jwellery,Nagaland,Boar Tusk Necklace,Necklace featuring boar tusks; symbolizes valor and hunting prowess.
jwellery,Nagaland,Beaded Choker,Multi-strand choker with colorful glass beads; worn during festivals.
jwellery,Nagaland,Brass Headgear,Intricately designed brass headpiece; signifies tribal identity.
jwellery,Nagaland,Shell Armlet,Armlet crafted from conch shells; represents purity and strength.
jwellery,Nagaland,Coral Necklace,Necklace made of red coral beads; denotes wealth and status.
jwellery,Nagaland,Bone Earrings,Earrings carved from animal bones; showcase traditional craftsmanship.
jwellery,Nagaland,Brass Bells Anklet,Anklet adorned with small brass bells; used in traditional dances.
jwellery,Nagaland,Tiger Claw Pendant,Pendant featuring tiger claws; believed to offer protection.
jwellery,Nagaland,Feathered Headgear,Headgear decorated with feathers; worn by warriors.
jwellery,Nagaland,Beaded Waist Belt,Colorful beaded belt; accentuates traditional attire.
jwellery,Odisha,Tarakasi,Intricate silver filigree work from Cuttack; used in ornaments and decor.
jwellery,Odisha,Suna Besha Ornaments,Gold jewelry adorning deities during Suna Besha ritual in Puri.
jwellery,Odisha,Odissi Dance Jewelry,"Silver jewelry set including choker, necklaces, bangles; worn in Odissi dance."
jwellery,Odisha,Bonda Jewelry,Metallic neck rings and bead necklaces; traditional attire of Bonda women.
jwellery,Odisha,Dokra Jewelry,Brass ornaments crafted using lost-wax casting; tribal art form.
jwellery,Odisha,Chandrika,Traditional Odia forehead ornament; details limited.
jwellery,Odisha,Jhumpa,Traditional Odia earrings; details limited.
jwellery,Odisha,Sankha,Conch shell bangles; signify marital status among Odia women.
jwellery,Odisha,Chita,Traditional Odia ornament; details limited.
jwellery,Odisha,Kada,Traditional Odia men's bracelet; details limited.
jwellery,Odisha,Gamucha,Traditional Odia men's ornament; details limited.
jwellery,Punjab,Chura,Set of red and white bangles; signifies marital status; worn by brides.
jwellery,Punjab,Kalire,Dangling ornaments tied to bridal bangles; symbolize prosperity; worn during weddings.
jwellery,Punjab,Maang Tikka,Forehead ornament with central pendant; enhances bridal look; traditional in weddings.
jwellery,Punjab,Nath,Large nose ring; often adorned with pearls; signifies marital status.
jwellery,Punjab,Jhumka,Bell-shaped earrings; intricate designs; popular in festive occasions.
jwellery,Punjab,Raani Haar,Long necklace; symbolizes royalty; commonly used in bridal jewelry sets.
jwellery,Punjab,Passa,Side head ornament; adds elegance to bridal attire; traditional in Punjabi weddings.
jwellery,Punjab,Saggi Phul,Headpiece with floral motifs; adorns the center of the forehead; worn during weddings.
jwellery,Punjab,Choker,Close-fitting necklace; often embellished with gemstones; enhances traditional attire.
jwellery,Punjab,Haath Phool,Hand ornament connecting rings to a bracelet; signifies marital status.
jwellery,Punjab,Anand Karaj Kada,Steel or gold bangle; symbolizes unity; exchanged during wedding ceremonies.
jwellery,Punjab,Tikka,Forehead ornament; central pendant; enhances bridal look.
jwellery,Punjab,Jadau Jewelry,Jewelry with uncut diamonds and gemstones; crafted using traditional techniques; significant in Punjabi culture.
jwellery,Punjab,Phulkari,Embroidery technique; adorns dupattas and shawls; integral to Punjabi bridal attire.
jwellery,Punjab,Pipal Patti,Lightweight golden earrings; worn during weddings and dances; traditional Punjabi design.
jwellery,Punjab,Damini,Head ornament worn on the side; adds elegance to bridal attire.
jwellery,Punjab,Jhumer,Vessel-shaped pendant; adorns the head; traditional in Punjabi culture.
jwellery,Punjab,Choora,Set of red and white bangles; signifies marital status; worn by brides.
jwellery,Punjab,Kundan Choker Set,Necklace with uncut gemstones; traditional Punjabi bridal jewelry.
jwellery,Punjab,Bridal Kaleera,Dangling ornaments tied to bridal bangles; symbolize prosperity; worn during weddings.
jwellery,Punjab,Pippal Patti,Traditional Punjabi earrings; lightweight; worn during special occasions.
jwellery,Punjab,Bridal Chura,Set of red and white bangles; signifies marital status; worn by brides.
jwellery,Punjab,Patra,Traditional Punjabi tikka set; intricate designs; worn during weddings.
jwellery,Punjab,Talwar Taweet,Golden necklace with talwar pendant; worn during folk dances.
jwellery,Punjab,Punjabi Jadau Bangles,Bangles with intricate jadau work; traditional bridal jewelry.
jwellery,Punjab,Punjabi Kaintha,Multicolor necklace; worn during Bhangra and Giddha performances.
jwellery,Punjab,Punjabi Silver Kada,Customized silver bangle; traditional Punjabi accessory.
jwellery,Punjab,Punjabi Name Necklace,Personalized necklace with Gurmukhi script; reflects cultural identity.
jwellery,Rajasthan,Kundan Jewelry,Gemstones set with gold foil; showcases intricate craftsmanship.
jwellery,Rajasthan,Polki Jewelry,Uncut diamonds set in gold; reflects Mughal influence.
jwellery,Rajasthan,Meenakari Jewelry,Enamel work on metal; features vibrant colors and intricate designs.
jwellery,Rajasthan,Thewa Jewelry,Gold designs fused on colored glass; unique to Pratapgarh.
jwellery,Rajasthan,Borla,Spherical maang tikka; adorns the forehead; significant in bridal attire.
jwellery,Rajasthan,Aad Necklace,Choker-style necklace; features Kundan or Meenakari work; traditional Rajasthani bridal jewelry.
jwellery,Rajasthan,Rakhdi,Circular forehead ornament; worn along with Borla; part of bridal ensemble.
jwellery,Rajasthan,Bajuband,Armlet; often embellished with Kundan or Meenakari work; worn during weddings.
jwellery,Rajasthan,Hathphool,Hand ornament connecting rings to a bracelet; symbolizes marital status.
jwellery,Rajasthan,Kardhani,Waist belt; often adorned with intricate designs; part of traditional attire.
jwellery,Rajasthan,Gokhru,Thick bangles; traditionally worn by Rajasthani women; often made of gold or silver.
jwellery,Rajasthan,Jodhpuri Nath,Large nose ring; often adorned with pearls or gemstones; significant in Marwari weddings.
jwellery,Rajasthan,Sutarla,Flexible snake-like bracelet; features intricate craftsmanship.
jwellery,Sikkim,Namchok,Lepcha women's earrings made of gold or silver; worn during festivals.
jwellery,Sikkim,Lyak,Lepcha necklace crafted from beads and precious stones; signifies cultural heritage.
jwellery,Sikkim,Gyar,"Lepcha bracelet, typically made of silver; showcases traditional craftsmanship."
jwellery,Sikkim,Yencho,"Bhutia women's large hoop earrings, often gold; worn during ceremonies."
jwellery,Sikkim,Khao,Bhutia necklace featuring intricate designs; symbolizes status and wealth.
jwellery,Sikkim,Phiru,"Bhutia pearl ornament, often layered; denotes elegance."
jwellery,Sikkim,Diu,"Bhutia gold bangle, sometimes adorned with semi-precious stones; signifies prosperity."
jwellery,Sikkim,Joko,Bhutia ring made of gold or silver; reflects traditional motifs.
jwellery,Sikkim,Sirbandi,"Nepali jewelled head ornament, often with a dangling pendant at the forehead."
jwellery,Sikkim,Kantha,"Nepali gold necklace, wrapped and strung by a red thread; worn during special occasions."
jwellery,Sikkim,Naugeri,Nepali pearl necklace tied with red strings and gold ornaments; symbolizes purity.
jwellery,Sikkim,Charanihari,Nepali necklace made of silver coins tied with a black string; reflects cultural identity.
jwellery,Sikkim,Tilhari,Nepali long gold pendant with green beads; traditionally worn by married women.
jwellery,Sikkim,Bulaki,Nepali nose ring with a septum ring and side pin; signifies marital status.
jwellery,Sikkim,Dungri,Nepali circular nose pin made of bronze or gold; worn daily.
